"AUDTYL49.Code.or.Value","AUDTYL49.Value.Description","AUDTYL49.Count","AUDTYL49.Cumulative","AUDTYL49.Skip.to.Item"
"0 to 2.63","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
