"AUXLR181.Code.or.Value","AUXLR181.Value.Description","AUXLR181.Count","AUXLR181.Cumulative","AUXLR181.Skip.to.Item"
"-13 to 64","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
