"AUDTYR59.Code.or.Value","AUDTYR59.Value.Description","AUDTYR59.Count","AUDTYR59.Cumulative","AUDTYR59.Skip.to.Item"
"0 to 1.59","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
