"OHQ620.Code.or.Value","OHQ620.Value.Description","OHQ620.Count","OHQ620.Cumulative","OHQ620.Skip.to.Item"
"1","Very often",172,172,NA
"2","Fairly often",183,355,NA
"3","Occasionally",700,1055,NA
"4","Hardly ever, or",915,1970,NA
"5","Never?",2840,4810,NA
"7","Refused",0,4810,NA
"9","Don't know",3,4813,NA
".","Missing",4957,9770,NA
