"PFQ049.Code.or.Value","PFQ049.Value.Description","PFQ049.Count","PFQ049.Cumulative","PFQ049.Skip.to.Item"
"1","Yes",649,649,NA
"2","No",4328,4977,NA
"7","Refused",0,4977,NA
"9","Don't know",2,4979,NA
".","Missing",4843,9822,NA
