"AUXRR164.Code.or.Value","AUXRR164.Value.Description","AUXRR164.Count","AUXRR164.Cumulative","AUXRR164.Skip.to.Item"
"-35 to 64","Range of Values",2752,2752,NA
".","Missing",282,3034,NA
