"KIQ281.Code.or.Value","KIQ281.Value.Description","KIQ281.Count","KIQ281.Cumulative","KIQ281.Skip.to.Item"
"1","Yes",36,36,NA
"2","No",0,36,NA
"7","Refused",0,36,NA
"9","Don't know",0,36,NA
".","Missing",1565,1601,NA
