"DBQ780.Code.or.Value","DBQ780.Value.Description","DBQ780.Count","DBQ780.Cumulative","DBQ780.Skip.to.Item"
"1","Always",355,355,NA
"2","Most of the time",586,941,NA
"3","Sometimes",1457,2398,NA
"4","Rarely",956,3354,NA
"5","Never",2494,5848,NA
"6","never seen",226,6074,NA
"77","Refused",1,6075,NA
"99","Don't know",5,6080,NA
".","Missing",4268,10348,NA
