"AUQ350.Code.or.Value","AUQ350.Value.Description","AUQ350.Count","AUQ350.Cumulative","AUQ350.Skip.to.Item"
"1","Yes",1009,1009,""
"2","No",544,1553,"AUQ370"
"7","Refused",0,1553,"AUQ370"
"9","Don't know",0,1553,"AUQ370"
".","Missing",8022,9575,""
