"AUDTYL41.Code.or.Value","AUDTYL41.Value.Description","AUDTYL41.Count","AUDTYL41.Cumulative","AUDTYL41.Skip.to.Item"
"0 to 2.72","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
