"SXQ294.Code.or.Value","SXQ294.Value.Description","SXQ294.Count","SXQ294.Cumulative","SXQ294.Skip.to.Item"
"1","Heterosexual or straight (attracted to men)",1686,1686,NA
"2","Homosexual or lesbian (attracted to women)",28,1714,NA
"3","Bisexual (attracted to men and women)",83,1797,NA
"4","Something else",11,1808,NA
"5","Not sure",35,1843,NA
"7","Refused",10,1853,NA
"9","Don't know",12,1865,NA
".","Missing",3437,5302,NA
