"FSD041.Code.or.Value","FSD041.Value.Description","FSD041.Count","FSD041.Cumulative","FSD041.Skip.to.Item"
"1","Yes",1473,1473,""
"2","No",2439,3912,"FSD061"
"7","Refused",0,3912,"FSD061"
"9","Don't know",0,3912,"FSD061"
".","Missing",6059,9971,""
