"OHQ138.Code.or.Value","OHQ138.Value.Description","OHQ138.Count","OHQ138.Cumulative","OHQ138.Skip.to.Item"
"1","Yes",13,13,NA
"2","No",263,276,NA
"7","Refused",0,276,NA
"9","Don't know",5,281,NA
".","Missing",8306,8587,NA
