"SMQ750.Code.or.Value","SMQ750.Value.Description","SMQ750.Count","SMQ750.Cumulative","SMQ750.Skip.to.Item"
"1 to 30","Range of Values",15,15,NA
"77","Refused",0,15,NA
"99","Don't know",0,15,NA
".","Missing",6534,6549,NA
