"CIQD099.Code.or.Value","CIQD099.Value.Description","CIQD099.Count","CIQD099.Cumulative","CIQD099.Skip.to.Item"
"0 to 300","Range of Values",93,93,NA
"777","Refuse",0,93,NA
"999","Don't know",6,99,NA
".","Missing",679,778,NA
