"RFXC119.Code.or.Value","RFXC119.Value.Description","RFXC119.Count","RFXC119.Cumulative","RFXC119.Skip.to.Item"
"-4.398 to 5.791","Range of Values",51057,51057,NA
".","Missing",19,51076,NA
