"AUDTYR42.Code.or.Value","AUDTYR42.Value.Description","AUDTYR42.Count","AUDTYR42.Cumulative","AUDTYR42.Skip.to.Item"
"0 to 2.75","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
