"AUXLR152.Code.or.Value","AUXLR152.Value.Description","AUXLR152.Count","AUXLR152.Cumulative","AUXLR152.Skip.to.Item"
"-28 to 88","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
