"TYXP028.Code.or.Value","TYXP028.Value.Description","TYXP028.Count","TYXP028.Cumulative","TYXP028.Skip.to.Item"
"-3 to 185","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
