"AUDTYR57.Code.or.Value","AUDTYR57.Value.Description","AUDTYR57.Count","AUDTYR57.Cumulative","AUDTYR57.Skip.to.Item"
"0 to 2.34","Range of Values",1140,1140,NA
".","Missing",70,1210,NA
