"KIQ241.Code.or.Value","KIQ241.Value.Description","KIQ241.Count","KIQ241.Cumulative","KIQ241.Skip.to.Item"
"1","Yes",24,24,NA
"2","No",35,59,NA
"7","Refused",0,59,NA
"9","Don't know",0,59,NA
".","Missing",1422,1481,NA
