"AUXRR123.Code.or.Value","AUXRR123.Value.Description","AUXRR123.Count","AUXRR123.Cumulative","AUXRR123.Skip.to.Item"
"-34 to 50","Range of Values",1772,1772,NA
".","Missing",117,1889,NA
