"AUXLR246.Code.or.Value","AUXLR246.Value.Description","AUXLR246.Count","AUXLR246.Cumulative","AUXLR246.Skip.to.Item"
"-54 to 63","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
