"FSD061.Code.or.Value","FSD061.Value.Description","FSD061.Count","FSD061.Cumulative","FSD061.Skip.to.Item"
"1","Yes",1006,1006,NA
"2","No",2126,3132,NA
"7","Refused",1,3133,NA
"9","Don't know",4,3137,NA
".","Missing",7012,10149,NA
