"AUXRR162.Code.or.Value","AUXRR162.Value.Description","AUXRR162.Count","AUXRR162.Cumulative","AUXRR162.Skip.to.Item"
"-18 to 59","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
