"WBXA022.Code.or.Value","WBXA022.Value.Description","WBXA022.Count","WBXA022.Cumulative","WBXA022.Skip.to.Item"
"-17.6678 to 0.9991","Range of Values",8554,8554,NA
".","Missing",0,8554,NA
