"AUQ260.Code.or.Value","AUQ260.Value.Description","AUQ260.Count","AUQ260.Cumulative","AUQ260.Skip.to.Item"
"1","Yes",42,42,NA
"2","No",288,330,NA
"7","Refused",0,330,NA
"9","Don't know",3,333,NA
".","Missing",9776,10109,NA
