"DR1_040Z.Code.or.Value","DR1_040Z.Value.Description","DR1_040Z.Count","DR1_040Z.Cumulative","DR1_040Z.Skip.to.Item"
"1","Yes",90060,90060,NA
"2","No",40629,130689,NA
"7","Refused",0,130689,NA
"9","Don't know",9,130698,NA
".","Missing",696,131394,NA
