"AUDTYR35.Code.or.Value","AUDTYR35.Value.Description","AUDTYR35.Count","AUDTYR35.Cumulative","AUDTYR35.Skip.to.Item"
"0 to 2.63","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
