"HSQ571.Code.or.Value","HSQ571.Value.Description","HSQ571.Count","HSQ571.Cumulative","HSQ571.Skip.to.Item"
"1","Yes",236,236,""
"2","No",5159,5395,"HSQ590"
"7","Refused",0,5395,"HSQ590"
"9","Don't know",2,5397,"HSQ590"
".","Missing",4138,9535,""
