"AUDTYL51.Code.or.Value","AUDTYL51.Value.Description","AUDTYL51.Count","AUDTYL51.Cumulative","AUDTYL51.Skip.to.Item"
"0 to 2.69","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
