"SMQ863.Code.or.Value","SMQ863.Value.Description","SMQ863.Count","SMQ863.Cumulative","SMQ863.Skip.to.Item"
"1","Yes",24,24,""
"2","No",5183,5207,"SMDANY"
"7","Refused",1,5208,"SMDANY"
"9","Don't know",1,5209,"SMDANY"
".","Missing",1535,6744,""
