"AUDTYR16.Code.or.Value","AUDTYR16.Value.Description","AUDTYR16.Count","AUDTYR16.Cumulative","AUDTYR16.Skip.to.Item"
"0 to 1.56","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
