"LBD167LC.Code.or.Value","LBD167LC.Value.Description","LBD167LC.Count","LBD167LC.Cumulative","LBD167LC.Skip.to.Item"
"0","detectable result",1073,1073,NA
"1","below detectable limit",791,1864,NA
".","Missing",421,2285,NA
