"RFXC064.Code.or.Value","RFXC064.Value.Description","RFXC064.Count","RFXC064.Cumulative","RFXC064.Skip.to.Item"
"-6.292 to 4.735","Range of Values",51064,51064,NA
".","Missing",12,51076,NA
