"AUDTYL65.Code.or.Value","AUDTYL65.Value.Description","AUDTYL65.Count","AUDTYL65.Cumulative","AUDTYL65.Skip.to.Item"
"0 to 1.81","Range of Values",2154,2154,NA
".","Missing",214,2368,NA
