"CIQD042.Code.or.Value","CIQD042.Value.Description","CIQD042.Count","CIQD042.Cumulative","CIQD042.Skip.to.Item"
"1","Yes",33,33,NA
"2","No",78,111,NA
"7","Refuse",0,111,NA
"9","Don't know",0,111,NA
".","Missing",817,928,NA
