"SMQ755.Code.or.Value","SMQ755.Value.Description","SMQ755.Count","SMQ755.Cumulative","SMQ755.Skip.to.Item"
"1","Today",5,5,NA
"2","Yesterday",7,12,NA
"3","3 to 5 days ago",8,20,NA
"7","Refused",0,20,NA
"9","Don't know",1,21,NA
".","Missing",6969,6990,NA
