"RDQ100.Code.or.Value","RDQ100.Value.Description","RDQ100.Count","RDQ100.Cumulative","RDQ100.Skip.to.Item"
"1","Yes",650,650,NA
"2","No",674,1324,NA
"7","Refused",0,1324,NA
"9","Don't know",6,1330,NA
".","Missing",8492,9822,NA
