"AUDTYR01.Code.or.Value","AUDTYR01.Value.Description","AUDTYR01.Count","AUDTYR01.Cumulative","AUDTYR01.Skip.to.Item"
"0 to 1.72","Range of Values",1682,1682,NA
".","Missing",125,1807,NA
