"SXQ803.Code.or.Value","SXQ803.Value.Description","SXQ803.Count","SXQ803.Cumulative","SXQ803.Skip.to.Item"
"1","Yes",1726,1726,NA
"2","No",461,2187,NA
"7","Refused",7,2194,NA
"9","Don't know",4,2198,NA
".","Missing",2859,5057,NA
