"AUXRR260.Code.or.Value","AUXRR260.Value.Description","AUXRR260.Count","AUXRR260.Cumulative","AUXRR260.Skip.to.Item"
"-13 to 103","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
