"MCQ010.Code.or.Value","MCQ010.Value.Description","MCQ010.Count","MCQ010.Cumulative","MCQ010.Skip.to.Item"
"1","Yes",1288,1288,""
"2","No",9172,10460,"MCQ053"
"7","Refused",0,10460,"MCQ053"
"9","Don't know",9,10469,"MCQ053"
".","Missing",1,10470,""
