"VTQ270A.Code.or.Value","VTQ270A.Value.Description","VTQ270A.Count","VTQ270A.Cumulative","VTQ270A.Skip.to.Item"
"1","Yes",2662,2662,NA
"2","No",455,3117,NA
"7","Refused",0,3117,NA
"9","Don't know",1,3118,NA
".","Missing",297,3415,NA
