"CIQD030.Code.or.Value","CIQD030.Value.Description","CIQD030.Count","CIQD030.Cumulative","CIQD030.Skip.to.Item"
"1","Yes",72,72,NA
"2","No",34,106,NA
"7","Refuse",0,106,NA
"9","Don't know",3,109,NA
".","Missing",669,778,NA
