"MCQ092.Code.or.Value","MCQ092.Value.Description","MCQ092.Count","MCQ092.Cumulative","MCQ092.Skip.to.Item"
"1","Yes",814,814,""
"2","No",7911,8725,"MCQ140"
"7","Refused",1,8726,"MCQ140"
"9","Don't know",87,8813,"MCQ140"
".","Missing",1296,10109,""
