"AUXLR155.Code.or.Value","AUXLR155.Value.Description","AUXLR155.Count","AUXLR155.Cumulative","AUXLR155.Skip.to.Item"
"-20 to 104","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
