"TYXP113.Code.or.Value","TYXP113.Value.Description","TYXP113.Count","TYXP113.Cumulative","TYXP113.Skip.to.Item"
"-290 to 58","Range of Values",8430,8430,NA
".","Missing",39,8469,NA
