"AUXLR262.Code.or.Value","AUXLR262.Value.Description","AUXLR262.Count","AUXLR262.Cumulative","AUXLR262.Skip.to.Item"
"-21 to 99","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
