"AUDTYL78.Code.or.Value","AUDTYL78.Value.Description","AUDTYL78.Count","AUDTYL78.Cumulative","AUDTYL78.Skip.to.Item"
"0 to 0.38","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
