"AUXLR230.Code.or.Value","AUXLR230.Value.Description","AUXLR230.Count","AUXLR230.Cumulative","AUXLR230.Skip.to.Item"
"-37 to 46","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
