"AUXLR150.Code.or.Value","AUXLR150.Value.Description","AUXLR150.Count","AUXLR150.Cumulative","AUXLR150.Skip.to.Item"
"-40 to 47","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
