"RHQ291.Code.or.Value","RHQ291.Value.Description","RHQ291.Count","RHQ291.Cumulative","RHQ291.Skip.to.Item"
"20 to 79","Range of Values",647,647,NA
"777","Refused",0,647,NA
"999","Don't know",22,669,NA
".","Missing",2815,3484,NA
