"VIQ121.Code.or.Value","VIQ121.Value.Description","VIQ121.Count","VIQ121.Cumulative","VIQ121.Skip.to.Item"
"1","Right",0,0,NA
"2","Left",3,3,NA
"3","Both",1,4,NA
".","Missing",3859,3863,NA
