"KIQ046.Code.or.Value","KIQ046.Value.Description","KIQ046.Count","KIQ046.Cumulative","KIQ046.Skip.to.Item"
"1","Yes",398,398,""
"2","No",4795,5193,"KIQ048A"
"7","Refused",2,5195,"KIQ048A"
"9","Don't know",33,5228,"KIQ048A"
".","Missing",707,5935,""
