"CIQD024.Code.or.Value","CIQD024.Value.Description","CIQD024.Count","CIQD024.Cumulative","CIQD024.Skip.to.Item"
"1 to 15","Range of Values",21,21,NA
"100","100 +",0,21,NA
"777","Refuse",0,21,NA
"999","Don't know",0,21,NA
".","Missing",907,928,NA
