"AUXRR111.Code.or.Value","AUXRR111.Value.Description","AUXRR111.Count","AUXRR111.Cumulative","AUXRR111.Skip.to.Item"
"-59 to 44","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
