"OHQ614.Code.or.Value","OHQ614.Value.Description","OHQ614.Count","OHQ614.Cumulative","OHQ614.Skip.to.Item"
"1","Yes",673,673,NA
"2","No",2732,3405,NA
"7","Refused",0,3405,NA
"9","Don't know",11,3416,NA
".","Missing",5948,9364,NA
