"AUDTYL28.Code.or.Value","AUDTYL28.Value.Description","AUDTYL28.Count","AUDTYL28.Cumulative","AUDTYL28.Skip.to.Item"
"0 to 1.47","Range of Values",1893,1893,NA
".","Missing",153,2046,NA
