"LBD206LC.Code.or.Value","LBD206LC.Value.Description","LBD206LC.Count","LBD206LC.Cumulative","LBD206LC.Skip.to.Item"
"0","detectable result",175,175,NA
"1","below detectable limit",2033,2208,NA
".","Missing",339,2547,NA
