"AUDTYR05.Code.or.Value","AUDTYR05.Value.Description","AUDTYR05.Count","AUDTYR05.Cumulative","AUDTYR05.Skip.to.Item"
"0 to 1.19","Range of Values",2160,2160,NA
".","Missing",208,2368,NA
