"AUDTYL35.Code.or.Value","AUDTYL35.Value.Description","AUDTYL35.Count","AUDTYL35.Cumulative","AUDTYL35.Skip.to.Item"
"0 to 2.28","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
