"AUDTYL42.Code.or.Value","AUDTYL42.Value.Description","AUDTYL42.Count","AUDTYL42.Cumulative","AUDTYL42.Skip.to.Item"
"0 to 2.41","Range of Values",2756,2756,NA
".","Missing",278,3034,NA
