"AUDTYL05.Code.or.Value","AUDTYL05.Value.Description","AUDTYL05.Count","AUDTYL05.Cumulative","AUDTYL05.Skip.to.Item"
"0 to 1.06","Range of Values",1672,1672,NA
".","Missing",135,1807,NA
